task_id,read,update,scan,insert,memcached_m,memcached_n,memcached_f,memcached_c,memcached_t,memcached_R,memcached_b,memcached_resource,memcached_replicas,memcached_accepting_connections,memcached_connections_listener_disabled_total,memcached_connections_rejected_total,memcached_connections_total,memcached_connections_yielded_total,memcached_current_connections,memcached_current_items,memcached_items_evicted_total,memcached_items_reclaimed_total,memcached_items_total,memcached_lru_crawler_enabled,memcached_lru_crawler_hot_max_factor,memcached_lru_crawler_hot_percent,memcached_lru_crawler_items_checked_total,memcached_lru_crawler_maintainer_thread,memcached_lru_crawler_moves_to_cold_total,memcached_lru_crawler_moves_to_warm_total,memcached_lru_crawler_moves_within_lru_total,memcached_lru_crawler_reclaimed_total,memcached_lru_crawler_sleep,memcached_lru_crawler_starts_total,memcached_lru_crawler_to_crawl,memcached_lru_crawler_warm_max_factor,memcached_lru_crawler_warm_percent,memcached_max_connections,memcached_process_system_cpu_seconds_total,memcached_process_user_cpu_seconds_total,memcached_slab_chunk_size_bytes,memcached_slab_chunks_free,memcached_slab_chunks_free_end,memcached_slab_chunks_per_page,memcached_slab_chunks_used,memcached_slab_cold_items,memcached_slab_current_chunks,memcached_slab_current_items,memcached_slab_current_pages,memcached_slab_hot_age_seconds,memcached_slab_hot_items,memcached_slab_items_age_seconds,memcached_slab_items_crawler_reclaimed_total,memcached_slab_items_evicted_nonzero_total,memcached_slab_items_evicted_time_seconds,memcached_slab_items_evicted_total,memcached_slab_items_evicted_unfetched_total,memcached_slab_items_expired_unfetched_total,memcached_slab_items_moves_to_cold,memcached_slab_items_moves_to_warm,memcached_slab_items_moves_within_lru,memcached_slab_items_outofmemory_total,memcached_slab_items_reclaimed_total,memcached_slab_items_tailrepairs_total,memcached_slab_lru_hits_total,memcached_slab_warm_age_seconds,memcached_slab_warm_items
47,328.0,90.0,0.0,108.0,266,403,1.12,906,30,45,1426,25,1,1.0,0.0,0.0,7.0,0.0,2.67,109718.0,0.0,0.0,109822.0,1.0,0.2,20.0,109718.0,1.0,109797.0,2.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,906.0,1.02,0.4,456.0,2213.0,0.0,2299.0,86.0,86.0,2299.0,86.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
48,325.0,79.0,0.0,112.0,528,559,1.99,673,19,58,1513,19,1,1.0,0.0,0.0,8.0,0.0,3.0,109728.0,0.0,0.0,109821.0,1.0,0.2,20.0,109728.0,1.0,109808.0,5.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,673.0,1.04,0.42,608.0,1639.0,0.0,1724.0,85.0,85.0,1724.0,85.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
49,309.0,91.0,0.0,108.0,681,101,3.33,1941,24,68,1144,9,1,1.0,0.0,0.0,6.0,0.0,2.67,109702.0,0.0,0.0,109803.0,1.0,0.2,20.0,73134.67,1.0,109775.0,6.0,0.0,0.0,100.0,1.67,0.0,2.0,40.0,1941.0,0.99,0.37,512.0,1960.0,0.0,2048.0,88.0,88.0,2048.0,88.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
50,342.0,97.0,0.0,109.0,475,199,2.58,749,14,80,1758,15,1,1.0,0.0,0.0,6.0,0.0,2.0,109697.0,0.0,0.0,109784.0,1.0,0.2,20.0,109697.0,1.0,109765.0,2.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,749.0,0.92,0.45,248.0,4150.0,0.0,4228.0,78.0,77.0,4228.0,78.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,1.0,0.0,0.0,0.0,6.0,31.0,1.0
51,311.0,81.0,0.0,110.0,356,371,1.45,572,5,39,1965,29,1,1.0,0.0,0.0,8.33,0.0,3.33,109705.0,0.0,0.0,109808.0,1.0,0.2,20.0,36568.33,1.0,109782.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,572.0,0.94,0.39,424.0,2381.0,0.0,2473.0,92.0,92.0,2473.0,92.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
52,295.0,78.0,0.0,108.0,649,991,3.88,896,5,30,1211,17,1,1.0,0.0,0.0,10.67,0.0,4.67,109667.0,0.0,0.0,109789.0,1.0,0.2,20.0,36555.67,1.0,109763.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,896.0,0.99,0.39,1040.0,901.0,0.0,1008.0,107.0,107.0,1008.0,107.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
53,324.0,85.0,0.0,108.0,596,863,3.63,1084,7,103,1240,20,1,1.0,0.0,0.0,10.67,0.0,2.33,109694.0,0.0,0.0,109780.0,1.0,0.2,20.0,36564.67,1.0,109760.0,5.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1084.0,1.01,0.37,912.0,1074.0,0.0,1149.0,75.0,75.0,1149.0,75.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
54,394.0,101.0,0.0,114.0,760,1007,4.3,852,3,91,1297,24,1,1.0,0.0,0.0,8.0,0.0,3.0,109707.0,0.0,0.0,109815.0,1.0,0.2,20.0,109707.0,1.0,109791.0,3.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,852.0,1.02,0.41,1056.0,896.0,0.0,992.0,96.0,96.0,992.0,96.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
55,302.0,86.0,0.0,110.0,671,925,2.85,689,9,117,1178,16,1,1.0,0.0,0.0,10.33,0.0,3.33,109682.0,0.0,0.0,109789.0,1.0,0.2,20.0,36560.67,1.0,109765.0,8.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,689.0,1.02,0.4,976.0,977.0,0.0,1074.0,97.0,97.0,1074.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
56,287.0,81.0,0.0,107.0,818,242,5.18,955,7,103,1223,27,1,1.0,0.0,0.0,10.67,0.0,3.0,109677.0,0.0,0.0,109780.0,1.0,0.2,20.0,36559.0,1.0,109755.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,955.0,0.93,0.37,296.0,3450.0,0.0,3542.0,92.0,92.0,3542.0,92.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
57,294.0,84.0,0.0,108.0,420,442,2.19,1161,5,42,1658,13,1,1.0,0.0,0.0,10.0,0.0,3.0,109697.0,0.0,0.0,109792.0,1.0,0.2,20.0,109697.0,1.0,109760.0,4.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,1161.0,0.93,0.46,496.0,2031.0,0.0,2114.0,83.0,83.0,2114.0,83.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
58,333.0,78.0,0.0,107.0,700,698,3.34,560,9,88,1309,22,1,1.0,0.0,0.0,10.0,0.0,3.0,109706.0,0.0,0.0,109801.0,1.0,0.2,20.0,109706.0,1.0,109770.0,2.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,560.0,0.87,0.53,752.0,1309.0,0.0,1394.0,85.0,85.0,1394.0,85.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
59,352.0,98.0,0.0,116.0,634,612,1.38,730,2,24,1040,3,1,1.0,0.0,0.0,10.33,0.0,3.0,109701.0,0.0,0.0,109800.0,1.0,0.2,20.0,73134.0,1.0,109782.0,3.0,3.0,0.0,100.0,1.67,0.0,2.0,40.0,730.0,0.96,0.42,664.0,1488.0,0.0,1579.0,91.0,90.0,1579.0,91.0,1.0,0.0,0.0,27.67,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,3.0,0.0,0.0,0.0,4.0,19.67,1.0
60,345.0,98.0,0.0,116.0,320,514,3.88,657,11,32,1360,8,1,1.0,0.0,0.0,6.0,0.0,2.33,109713.0,0.0,0.0,109811.0,1.0,0.2,20.0,73142.0,1.0,109796.0,3.0,1.0,0.0,100.0,1.67,0.0,2.0,40.0,657.0,0.94,0.47,568.0,1756.0,0.0,1846.0,90.0,89.0,1846.0,90.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,3.0,1.0,0.0,0.0,0.0,5.0,28.0,1.0
61,331.0,100.0,0.0,109.0,542,311,2.64,792,13,102,1277,12,1,1.0,0.0,0.0,10.0,0.0,2.67,109724.0,0.0,0.0,109810.0,1.0,0.2,20.0,36574.67,1.0,109794.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,792.0,1.01,0.36,360.0,2839.0,0.0,2912.0,73.0,73.0,2912.0,73.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
62,324.0,82.0,0.0,107.0,848,805,2.06,770,4,25,1384,19,1,1.0,0.0,0.0,7.0,0.0,4.0,109752.0,0.0,0.0,109835.0,1.0,0.2,20.0,36584.0,1.0,109811.0,4.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,770.0,1.01,0.3,856.0,1153.0,0.0,1224.0,71.0,71.0,1224.0,71.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0
63,307.0,94.0,0.0,110.0,938,583,2.43,856,6,46,1443,18,1,1.0,0.0,0.0,10.33,0.0,2.67,109686.0,0.0,0.0,109792.0,1.0,0.2,20.0,36562.0,1.0,109777.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,856.0,0.97,0.32,632.0,1562.0,0.0,1659.0,97.0,96.0,1659.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0
64,297.0,92.0,0.0,114.0,764,175,1.8,718,3,40,1396,16,1,1.0,0.0,0.0,9.0,0.0,3.33,109675.0,0.0,0.0,109789.0,1.0,0.2,20.0,36558.33,1.0,109765.0,3.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,718.0,0.98,0.33,224.0,4582.0,0.0,4681.0,99.0,98.0,4681.0,99.0,1.0,0.0,0.0,27.67,0.0,0.0,0.0,0.0,0.0,0.0,108.0,3.0,3.0,0.0,0.0,0.0,6.0,23.67,1.0
65,312.0,87.0,0.0,109.0,874,458,2.98,1040,2,51,1494,18,1,1.0,0.0,0.0,10.0,0.0,3.0,109681.0,0.0,0.0,109782.0,1.0,0.2,20.0,109681.0,1.0,109756.0,5.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1040.0,0.99,0.39,512.0,1960.0,0.0,2048.0,88.0,87.0,2048.0,88.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,4.0,0.0,0.0,0.0,0.0,4.0,33.0,1.0
66,316.0,93.0,0.0,112.0,835,123,2.28,647,4,26,1174,24,1,1.0,0.0,0.0,10.33,0.0,2.33,109686.0,0.0,0.0,109795.0,1.0,0.2,20.0,36562.0,1.0,109779.0,1.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,647.0,0.94,0.41,408.0,2473.0,0.0,2570.0,97.0,97.0,2570.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
67,315.0,85.0,0.0,110.0,446,765,1.87,800,1,32,1127,14,1,1.0,0.0,0.0,9.0,0.0,3.0,109702.0,0.0,0.0,109805.0,1.0,0.2,20.0,36567.33,1.0,109785.0,3.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,800.0,0.89,0.35,816.0,1194.0,0.0,1285.0,91.0,91.0,1285.0,91.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
68,295.0,87.0,0.0,109.0,921,353,1.44,535,6,20,1322,20,1,1.0,0.0,0.0,7.67,0.0,2.33,109717.0,0.0,0.0,109824.0,1.0,0.2,20.0,36572.33,1.0,109803.0,4.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,535.0,1.06,0.41,408.0,2473.0,0.0,2570.0,97.0,96.0,2570.0,97.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,8.0,24.0,1.0
69,313.0,78.0,0.0,110.0,401,922,2.82,1279,23,126,1355,26,1,1.0,0.0,0.0,10.67,0.0,2.33,109687.0,0.0,0.0,109792.0,1.0,0.2,20.0,36562.33,1.0,109773.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,1279.0,0.95,0.42,976.0,980.0,0.0,1074.0,94.0,93.0,1074.0,94.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,0.0,0.0,6.0,19.0,1.0
70,331.0,111.0,0.0,114.0,720,649,3.28,924,17,42,1561,22,1,1.0,0.0,0.0,7.0,0.0,2.67,109743.0,0.0,0.0,109813.0,1.0,0.2,20.0,36581.0,1.0,109799.0,3.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,924.0,0.96,0.42,704.0,1423.0,0.0,1489.0,66.0,65.0,1489.0,66.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,3.0,0.0,0.0,0.0,5.0,20.0,1.0
71,329.0,90.0,0.0,122.0,497,250,2.14,1777,8,65,1229,18,1,1.0,0.0,0.0,10.33,0.0,3.0,109712.0,0.0,0.0,109795.0,1.0,0.2,20.0,36570.67,1.0,109775.0,4.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,1777.0,0.96,0.37,304.0,3376.0,0.0,3449.0,73.0,72.0,3449.0,73.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3.0,4.0,0.0,0.0,0.0,4.0,16.0,1.0
72,318.0,82.0,0.0,107.0,657,988,3.99,903,5,30,1221,17,1,1.0,0.0,0.0,7.0,0.0,2.67,109710.0,0.0,0.0,109809.0,1.0,0.2,20.0,109710.0,1.0,109788.0,2.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,903.0,1.01,0.4,1040.0,914.0,0.0,1008.0,94.0,94.0,1008.0,94.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73,325.0,90.0,0.0,107.0,635,966,3.68,1037,7,37,1205,16,1,1.0,0.0,0.0,6.0,0.0,2.33,109728.0,0.0,0.0,109814.0,1.0,0.2,20.0,109728.0,1.0,109798.0,2.0,0.0,0.0,100.0,2.0,0.0,2.0,40.0,1037.0,0.94,0.48,1016.0,957.0,0.0,1032.0,75.0,75.0,1032.0,75.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
74,299.0,89.0,0.0,108.0,286,968,4.22,1173,4,47,1279,15,1,1.0,0.0,0.0,6.0,0.0,2.33,69618.0,40067.0,0.0,109773.0,1.0,0.2,20.0,23206.0,1.0,109756.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1173.0,0.98,0.36,1016.0,954.0,0.0,1032.0,78.0,78.0,1032.0,78.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
75,348.0,87.0,0.0,115.0,575,1019,4.39,867,2,24,1071,17,1,1.0,0.0,0.0,11.67,0.0,2.33,109700.0,0.0,0.0,109802.0,1.0,0.2,20.0,109700.0,1.0,109776.0,8.0,3.0,0.0,100.0,2.0,0.0,2.0,40.0,867.0,1.04,0.44,1072.0,884.0,0.0,978.0,94.0,93.0,978.0,94.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,2.0,0.0,0.0,0.0,6.0,34.0,1.0
76,310.0,84.0,0.0,107.0,790,867,3.8,819,5,37,1198,6,1,1.0,0.0,0.0,10.0,0.0,2.67,109666.0,0.0,0.0,109780.0,1.0,0.2,20.0,36555.33,1.0,109766.0,4.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,819.0,1.01,0.36,920.0,1035.0,0.0,1139.0,104.0,104.0,1139.0,104.0,1.0,0.0,0.0,25.67,0.0,0.0,0.0,0.0,0.0,0.0,110.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0
77,366.0,109.0,0.0,116.0,623,540,3.4,763,29,30,1250,13,1,1.0,0.0,0.0,8.0,0.0,3.0,109711.0,0.0,0.0,109813.0,1.0,0.2,20.0,36570.33,1.0,109787.0,2.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,763.0,1.06,0.37,592.0,1681.0,0.0,1771.0,90.0,90.0,1771.0,90.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0
78,316.0,87.0,0.0,110.0,453,397,2.5,598,10,33,1139,18,1,1.0,0.0,0.0,11.33,0.0,3.67,109667.0,0.0,0.0,109779.0,1.0,0.2,20.0,109667.0,1.0,109760.0,6.0,4.0,0.0,100.0,2.0,0.0,2.0,40.0,598.0,1.0,0.42,448.0,2242.0,0.0,2340.0,98.0,96.0,2340.0,98.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,4.0,4.0,0.0,0.0,0.0,7.0,35.0,2.0
79,304.0,81.0,0.0,107.0,592,949,1.66,700,3,52,1161,21,1,1.0,0.0,0.0,10.67,0.0,2.67,109702.0,0.0,0.0,109795.0,1.0,0.2,20.0,36567.33,1.0,109771.0,8.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,700.0,0.96,0.3,1000.0,968.0,0.0,1048.0,80.0,79.0,1048.0,80.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,3.0,1.0,0.0,0.0,0.0,3.0,20.0,1.0
80,341.0,79.0,0.0,109.0,507,886,3.12,961,8,43,1339,21,1,1.0,0.0,0.0,12.0,0.0,2.0,109694.0,0.0,0.0,109801.0,1.0,0.2,20.0,109694.0,1.0,109781.0,4.0,1.0,0.0,100.0,2.0,0.0,2.0,40.0,961.0,0.92,0.48,936.0,1022.0,0.0,1120.0,98.0,98.0,1120.0,98.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
81,367.0,103.0,0.0,113.0,700,281,4.57,655,26,56,1487,14,1,1.0,0.0,0.0,8.0,0.0,2.33,109726.0,0.0,0.0,109824.0,1.0,0.2,20.0,109726.0,1.0,109811.0,4.0,6.0,0.0,100.0,2.0,0.0,2.0,40.0,655.0,0.94,0.44,336.0,3029.0,0.0,3120.0,91.0,91.0,3120.0,91.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
82,315.0,105.0,0.0,114.0,685,684,3.5,536,6,91,1289,23,1,1.0,0.0,0.0,10.33,0.0,5.33,109708.0,0.0,0.0,109807.0,1.0,0.2,20.0,36569.33,1.0,109784.0,3.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,536.0,1.06,0.35,736.0,1336.0,0.0,1424.0,88.0,87.0,1424.0,88.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,9.0,21.0,1.0
83,302.0,88.0,0.0,108.0,645,726,3.32,624,9,107,1314,22,1,1.0,0.0,0.0,8.0,0.0,4.0,109731.0,0.0,0.0,109823.0,1.0,0.2,20.0,36577.0,1.0,109799.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,624.0,1.02,0.37,776.0,1270.0,0.0,1351.0,81.0,81.0,1351.0,81.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,320.0,77.0,0.0,107.0,725,599,2.81,563,11,90,1406,25,1,1.0,0.0,0.0,10.0,0.0,3.33,109680.0,0.0,0.0,109773.0,1.0,0.2,20.0,36560.0,1.0,109753.0,7.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,563.0,1.01,0.32,648.0,1539.0,0.0,1618.0,79.0,78.0,1618.0,79.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,1.0,0.0,0.0,0.0,2.0,18.0,1.0
85,321.0,83.0,0.0,110.0,743,606,2.78,565,11,94,1427,27,1,1.0,0.0,0.0,10.0,0.0,2.67,109709.0,0.0,0.0,109789.0,1.0,0.2,20.0,36569.67,1.0,109767.0,5.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,565.0,1.01,0.4,656.0,1533.0,0.0,1598.0,65.0,65.0,1598.0,65.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
86,319.0,83.0,0.0,116.0,772,651,1.95,684,13,99,1402,26,1,1.0,0.0,0.0,6.33,0.0,2.33,109689.0,0.0,0.0,109797.0,1.0,0.2,20.0,36563.0,1.0,109774.0,1.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,684.0,0.95,0.39,704.0,1395.0,0.0,1489.0,94.0,94.0,1489.0,94.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
87,303.0,76.0,0.0,105.0,348,584,2.26,736,11,86,1368,24,1,1.0,0.0,0.0,10.67,0.0,2.67,109704.0,0.0,0.0,109808.0,1.0,0.2,20.0,36568.0,1.0,109786.0,8.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,736.0,0.97,0.36,632.0,1567.0,0.0,1659.0,92.0,90.0,1659.0,92.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,6.0,1.0,0.0,0.0,0.0,10.0,20.0,2.0
88,302.0,77.0,0.0,110.0,348,563,2.31,735,14,87,1368,25,1,1.0,0.0,0.0,6.0,0.0,2.67,109689.0,0.0,0.0,109803.0,1.0,0.2,20.0,36563.0,1.0,109781.0,5.0,3.0,0.0,100.0,1.33,0.0,2.0,40.0,735.0,1.04,0.33,616.0,1600.0,0.0,1702.0,102.0,102.0,1702.0,102.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
89,345.0,91.0,0.0,112.0,347,515,2.37,590,14,81,1371,25,1,1.0,0.0,0.0,10.33,0.0,3.0,109708.0,0.0,0.0,109804.0,1.0,0.2,20.0,36569.33,1.0,109783.0,2.0,0.0,0.0,100.0,1.33,0.0,2.0,40.0,590.0,0.96,0.36,568.0,1765.0,0.0,1846.0,81.0,81.0,1846.0,81.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
90,416.0,106.0,0.0,114.0,384,579,2.65,1367,16,87,1440,28,1,1.0,0.0,0.0,10.67,0.0,3.0,109720.0,0.0,0.0,109814.0,1.0,0.2,20.0,36573.33,1.0,109792.0,4.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,1367.0,1.0,0.4,632.0,1576.0,0.0,1659.0,83.0,82.0,1659.0,83.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,1.0,0.0,0.0,0.0,3.0,20.0,1.0
91,305.0,84.0,0.0,109.0,342,487,1.25,717,12,84,1603,25,1,1.0,0.0,0.0,7.67,0.0,2.33,109686.0,0.0,0.0,109795.0,1.0,0.2,20.0,36562.0,1.0,109771.0,6.0,2.0,0.0,100.0,1.33,0.0,2.0,40.0,717.0,0.93,0.38,536.0,1853.0,0.0,1956.0,103.0,103.0,1956.0,103.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
92,369.0,88.0,0.0,107.0,239,624,2.08,755,14,77,1470,24,1,1.0,0.0,0.0,10.0,0.0,3.67,109716.0,0.0,0.0,109803.0,1.0,0.2,20.0,73144.0,1.0,109788.0,2.0,0.0,0.0,100.0,1.67,0.0,2.0,40.0,755.0,0.92,0.43,672.0,1481.0,0.0,1560.0,79.0,79.0,1560.0,79.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,294.0,80.0,0.0,108.0,302,543,1.65,645,10,96,1263,27,1,1.0,0.0,0.0,6.0,0.0,2.33,109690.0,0.0,0.0,109791.0,1.0,0.2,20.0,36563.33,1.0,109776.0,3.0,1.0,0.0,100.0,1.33,0.0,2.0,40.0,645.0,1.01,0.32,592.0,1680.0,0.0,1771.0,91.0,91.0,1771.0,91.0,1.0,0.0,0.0,27.67,0.0,0.0,0.0,0.0,0.0,0.0,97.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
94,339.0,82.0,0.0,111.0,376,521,2.34,804,11,86,1404,29,1,1.0,0.0,0.0,10.67,0.0,2.67,109694.0,0.0,0.0,109787.0,1.0,0.2,20.0,36564.67,1.0,109772.0,4.0,4.0,0.0,100.0,1.33,0.0,2.0,40.0,804.0,0.89,0.45,576.0,1734.0,0.0,1820.0,86.0,86.0,1820.0,86.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
95,299.0,78.0,0.0,107.0,411,227,2.9,687,19,89,1370,23,1,1.0,0.0,0.0,9.0,0.0,2.33,109693.0,0.0,0.0,109782.0,1.0,0.2,20.0,109693.0,1.0,109764.0,6.0,5.0,0.0,100.0,2.0,0.0,2.0,40.0,687.0,0.9,0.45,280.0,3659.0,0.0,3744.0,85.0,84.0,3744.0,85.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,3.0,4.0,0.0,0.0,0.0,3.0,35.0,1.0
